"","id","cell","file","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"1","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Itgb2l",0,-1.82810352763406,0.351,0.703,0
"2","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Tspo",0,-1.25619451191877,0.559,0.788,0
"3","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Gpi1",0,-0.828905022839331,0.453,0.658,0
"4","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Ccnd3",0,-0.852431798110004,0.484,0.682,0
"5","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Cyba",0,-0.715843241911216,0.708,0.88,0
"6","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Prelid1",0,-0.776806862466881,0.411,0.58,0
"7","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Lrg1",0,-1.19318720376423,0.676,0.844,0
"8","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Tsc22d3",0,-1.01647493059536,0.283,0.45,0
"9","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Qsox1",0,-0.990941775586963,0.294,0.459,0
"10","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Chil3",0,-0.857288316276258,0.659,0.824,0
"11","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Zyx",0,-0.632085921856404,0.622,0.782,0
"12","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Ldha",0,-0.708355002342294,0.459,0.619,0
"13","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Tcn2",0,-0.614827178318195,0.494,0.652,0
"14","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Hck",0,-0.656833308354978,0.582,0.738,0
"15","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Gca",0,-0.863896083149161,0.368,0.523,0
"16","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","G6pdx",0,-0.750442889859917,0.542,0.697,0
"17","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Itgam",0,-0.584374886255309,0.614,0.768,0
"18","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Ncf4",0,-0.577395587641977,0.556,0.71,0
"19","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Dstn",0,-0.641777444337826,0.593,0.743,0
"20","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Gpx1",0,-0.58678486118415,0.709,0.858,0
"21","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Arhgef1",0,-0.565170410454689,0.683,0.831,0
"22","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Cd47",0,-0.639837067199529,0.616,0.763,0
"23","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Serpinb1a",0,-0.731196563252698,0.488,0.633,0
"24","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Sh3bgrl3",0,-0.500597121108328,0.696,0.837,0
"25","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Ifitm6",0,-1.02226145588529,0.682,0.823,0
"26","/flask/scratch/papayannopoulosv/khurang/hmgn_scrna/march/plots/","Neutrophils","hmgn12kovs_bm_wt.csv","Sorl1",0,-0.506656300368712,0.653,0.793,0
